iter	Logloss
0	0.6787797881
1	0.6661995368
2	0.6537200183
3	0.6400454141
4	0.6266718919
5	0.6113242793
6	0.5980602978
7	0.5842177228
8	0.5701780862
9	0.5587360413
10	0.5462429388
11	0.5334553292
12	0.5224075938
13	0.5113376214
14	0.5007081071
15	0.4905463118
16	0.4806459939
17	0.4707926929
18	0.4604711145
19	0.4502434769
20	0.4398840927
21	0.4316012375
22	0.4238976269
23	0.4152034977
24	0.4083287929
25	0.3993655569
26	0.3912419265
27	0.3844787474
28	0.3781945764
29	0.3718041521
30	0.3652166351
31	0.3585584067
32	0.3521797366
33	0.3454004924
34	0.33984375
35	0.3343098958
36	0.3305691355
37	0.3243438907
38	0.3187934441
39	0.3132693593
40	0.3083364595
41	0.3046797776
42	0.3005213544
43	0.2962382557
44	0.2912472981
45	0.2865170114
46	0.2818810068
47	0.2767378954
48	0.2716587966
49	0.2674918446
50	0.2633119288
51	0.2601658271
52	0.2562415115
53	0.2517300272
54	0.2471617877
55	0.2430786195
56	0.2409252384
57	0.2375759962
58	0.235233555
59	0.2322931522
60	0.2288085348
61	0.2258747225
62	0.2223930669
63	0.2190388005
64	0.2159097098
65	0.2128168742
66	0.2103751888
67	0.2071093738
68	0.2045617918
69	0.201261691
70	0.1979347787
71	0.1951446068
72	0.192639126
73	0.1896802701
74	0.1871005733
75	0.1842684707
76	0.1821884993
77	0.1800106018
78	0.1777790504
79	0.1758072706
80	0.173995491
81	0.171621028
82	0.1694180248
83	0.1676470284
84	0.1659411299
85	0.1642673927
86	0.1622044323
87	0.1604706369
88	0.1585793844
89	0.1567307294
90	0.1554100378
91	0.1536095162
92	0.1517665832
93	0.1503536721
94	0.1491338063
95	0.147666559
96	0.1459557758
97	0.145014414
98	0.1433393277
99	0.1419350074
100	0.1407524667
101	0.1394693948
102	0.1382044971
103	0.1370644608
104	0.1356426177
105	0.1342897027
106	0.1329096352
107	0.1318325725
108	0.1303701323
109	0.1289631913
110	0.127404399
111	0.1263083404
112	0.1253291417
113	0.1242487217
114	0.1234429522
115	0.1224079132
116	0.1213164756
117	0.1204956411
118	0.119484537
119	0.1185510372
120	0.1175392275
121	0.1167492207
122	0.1159001095
123	0.1147555375
124	0.1140688842
125	0.1131327172
126	0.1123267926
127	0.1113659308
128	0.1104305857
129	0.1095424513
130	0.1086745223
131	0.1078935871
132	0.1070497172
133	0.1061661573
134	0.1053141462
135	0.104547299
136	0.1036173037
137	0.1028291811
138	0.1021532974
139	0.1012762892
140	0.1006262554
141	0.09987691554
142	0.09916586217
143	0.09839729371
144	0.09772065015
145	0.0969900736
146	0.09635208874
147	0.09556805215
148	0.09506139523
149	0.09424118104
150	0.09374647993
151	0.09319092975
152	0.09253315034
153	0.09188392298
154	0.09100186728
155	0.09076182823
156	0.09018792563
157	0.08963082476
158	0.08910644345
159	0.08866544274
160	0.08820200354
161	0.0876969981
162	0.08705053872
163	0.08640486244
164	0.08594081848
165	0.08534916823
166	0.08470962493
167	0.08406643751
168	0.08356117621
169	0.08312495937
170	0.08276875814
171	0.0823801785
172	0.08180871049
173	0.08143256738
174	0.08094700759
175	0.08055031009
176	0.07989812091
177	0.07941805832
178	0.0789444621
179	0.07851212974
180	0.07804380587
181	0.07764856602
182	0.07717416345
183	0.07673303868
184	0.07638384656
185	0.07605441024
186	0.07568159336
187	0.07533506068
188	0.0748770489
189	0.0744538346
190	0.07401346191
191	0.07363385301
192	0.07331130175
193	0.07287807775
194	0.07248934304
195	0.0720645703
196	0.07168821785
197	0.07134717461
198	0.07092340981
199	0.07068179681
200	0.07035798174
201	0.06993186765
202	0.06960014405
203	0.06929962034
204	0.06901853453
205	0.06870866791
206	0.06836333701
207	0.06812486416
208	0.06782612374
209	0.06748644511
210	0.06732880197
211	0.06700908072
212	0.06671581423
213	0.06633743038
214	0.06596844371
215	0.06559436302
216	0.0652298811
217	0.06490857039
218	0.06467633131
219	0.06437243485
220	0.06410890672
221	0.0638997109
222	0.06368016809
223	0.06335237937
224	0.06310927771
225	0.06282917271
226	0.06255679402
227	0.06232358188
228	0.06210772972
229	0.06180010385
230	0.06158650018
231	0.06129506739
232	0.06094894564
233	0.06072613088
234	0.06050862336
235	0.06010426932
236	0.05986683931
237	0.05959482115
238	0.05935935664
239	0.05912225227
240	0.05886061986
241	0.05866148026
242	0.05842838442
243	0.05826800044
244	0.05808957805
245	0.05784011469
246	0.0576089921
247	0.0574181642
248	0.05712235458
249	0.05687039848
250	0.0565184035
251	0.0563573876
252	0.05615627475
253	0.05590110097
254	0.05567601832
255	0.05544629911
256	0.05525664973
257	0.05505968885
258	0.05485178009
259	0.05468921351
260	0.05452176614
261	0.05433678046
262	0.05412822816
263	0.05393353129
264	0.05379163928
265	0.05363584534
266	0.0534654439
267	0.05329849274
268	0.05316227238
269	0.05293012635
270	0.0527870752
271	0.05260600113
272	0.05243787533
273	0.05228827252
274	0.05215851854
275	0.05194839229
276	0.05179120661
277	0.05166489516
278	0.05137956046
279	0.05120371997
280	0.05100213028
281	0.05085073254
282	0.05072134685
283	0.0505360898
284	0.05035748908
285	0.05014345123
286	0.0499701151
287	0.04980259407
288	0.04963111102
289	0.04946404744
290	0.04929080436
291	0.04912301971
292	0.04895765413
293	0.04871107892
294	0.04860460855
295	0.04845690533
296	0.04835140414
297	0.04825185373
298	0.04804623612
299	0.04789442357
300	0.04772943016
301	0.0476411455
302	0.04750879024
303	0.04736938709
304	0.04725294191
305	0.04711997024
306	0.046964909
307	0.04677841528
308	0.04665643025
309	0.04653074683
310	0.04639772865
311	0.04625070386
312	0.04608395429
313	0.04591530901
314	0.04575475057
315	0.04559471161
316	0.04550626026
317	0.04527408321
318	0.04514547674
319	0.04498772505
320	0.04487317171
321	0.04475174881
322	0.04456444484
323	0.04434931375
324	0.04420377375
325	0.04403151148
326	0.0439313718
327	0.04378958834
328	0.04361579089
329	0.04350404817
330	0.04333474384
331	0.04323886856
332	0.04311865907
333	0.04299370835
334	0.0428886181
335	0.04276588874
336	0.04255197494
337	0.04244516342
338	0.0423184294
339	0.04223182725
340	0.04212527934
341	0.04195979359
342	0.04182718246
343	0.0417119817
344	0.04162622467
345	0.04150002177
346	0.04139412903
347	0.04126806182
348	0.04116762363
349	0.04109458613
350	0.04094249446
351	0.04081992018
352	0.04069398089
353	0.04054529686
354	0.0403921546
355	0.04024363339
356	0.04015575967
357	0.0399852303
358	0.0398625087
359	0.03974861827
360	0.03968488104
361	0.03955254128
362	0.03947618531
363	0.03933299072
364	0.03919062576
365	0.03905619257
366	0.0389598986
367	0.0388402241
368	0.03875313348
369	0.03864087903
370	0.03854874091
371	0.03838108807
372	0.03829330351
373	0.03822194464
374	0.03809963397
375	0.03798086275
376	0.03785500875
377	0.03777114744
378	0.03767907523
379	0.03755817181
380	0.03747139132
381	0.03739586109
382	0.03730100151
383	0.0372076965
384	0.03707004563
385	0.03696703717
386	0.03684644389
387	0.03678045816
388	0.03662245448
389	0.03652553636
390	0.03643560022
391	0.03633506124
392	0.03621401438
393	0.03613273109
394	0.03606258951
395	0.03594064325
396	0.0358640004
397	0.03567937138
398	0.0356576307
399	0.03557582406
400	0.03550600424
401	0.03538838828
402	0.03526433697
403	0.03520846948
404	0.03504399555
405	0.0349699191
406	0.0348864222
407	0.03479492374
408	0.03471562921
409	0.03462133175
410	0.03457207408
411	0.03453167086
412	0.03446948819
413	0.03440951913
414	0.03434288211
415	0.03423943558
416	0.0342033394
417	0.03411629917
418	0.0340120269
419	0.0339035135
420	0.03383888462
421	0.03376327298
422	0.03365332906
423	0.03359126269
424	0.03352749832
425	0.03346361377
426	0.03337375517
427	0.03331587179
428	0.03317548395
429	0.03312908343
430	0.03306683874
431	0.03300086076
432	0.03289887963
433	0.03273261466
434	0.0326166812
435	0.03256715604
436	0.03245030186
437	0.03238693873
438	0.03233319569
439	0.03225196086
440	0.03216118541
441	0.03205432349
442	0.03192691687
443	0.03186237134
444	0.03181216193
445	0.03174773658
446	0.03167203578
447	0.03159625356
448	0.03148748817
449	0.03142268096
450	0.03136979274
451	0.03131516581
452	0.03125546424
453	0.03119247716
454	0.03107962376
455	0.03095301574
456	0.03090490171
457	0.03080376765
458	0.03077417079
459	0.03064207721
460	0.03054161382
